date,a,b
19000101,0.0009259834106429407,1.0936244732733018
19000102,0.0042095264819097585,0.6561224906676927
19000103,0.000137047392080099,0.09443948854705206
19000104,0.0037144699413871143,1.234771521007549
19000105,0.0018192470738711106,3.862994298298594
19000106,0.005107485137008638,5.094256582904892
19000107,0.000999321346827232,0.41132246900004193
19000108,0.0037542520132344227,4.608723642253024
19000109,0.03339684316554483,0.29868022073065775
19000110,0.0022651425113059797,0.47388915792069247
19000111,0.08205808059551553,0.3096380989448899
19000112,0.01611301256492623,0.7771696844373274
19000113,0.0003688790929049773,0.24044738890468956
19000114,0.006045877210038835,2.047530656526127
19000115,0.007307785870592921,1.7697657812256222
19000116,3.0350786815496836e-05,4.454556476549247
19000117,0.00756736729717479,0.2290238018375261
19000118,0.000755381480694018,0.6219633437525748
19000119,0.954755151181055,11.992163083332407
19000120,0.06259155574011148,54.8569129874151
19000121,0.09073069880267767,95.73920135984989
19000122,0.0010403844495174442,0.7405517372321944
19000123,0.004441619839545732,1.4851350623777433
19000124,0.03845299014292772,3.216246006994435
19000125,0.03863564196013647,0.9533010227860983
19000126,0.01453487204768102,0.7465450204703202
19000127,0.0012860417823307268,0.26995338999717233
19000128,0.0007219566424771011,25.13067468222076
19000129,0.041806076756286975,55.32636400856728
19000130,0.002911384321088294,28.064551254195194
19000131,0.126555917683214,40.98781717446779
19000201,0.008521951040081245,0.3659900782668851
19000202,0.007412830042921465,0.11494824859550087
19000203,0.0031053903567768585,0.188057017939826
19000204,0.01637698199686541,1.0887773509186531
19000205,6.677307903345393e-05,0.47775750944399187
19000206,0.006233936255378272,0.49392031366836125
19000207,0.012329575038678568,0.4858073708019405
19000208,0.003558805040300327,4.271327867868142
19000209,0.0015644194647578774,16.19097005893586
19000210,0.02702087215509327,3.981523153035069
19000211,0.05960248924979349,13.493053922780412
19000212,0.022665507615552413,0.1881715496641586
19000213,0.30462016802466624,26.359590685762395
19000214,0.18587319958594042,5.202414383186319
19000215,0.010946660792934895,15.035992846394516
19000216,0.00757191106881059,0.0179148164206184
19000217,0.02194371366143833,0.9276352247167057
19000218,0.08020682755455882,0.18725650030272756
19000219,0.005879849568155242,0.32002776220777945
19000220,0.02854930358759304,1.094220871636773
19000221,0.010861578445863374,1.2275872661471408
19000222,0.024746853530224263,3.756573790982734
19000223,0.11505333526533057,1.8330763761438384
19000224,0.03861182210266448,0.810164392244051
19000225,0.0029825152054503857,0.0460650737507911
19000226,0.4033008668339003,2.4413952380931887
19000227,0.03382115258225786,1.386225307871016
19000228,8.854575495245758,5.33199007252791
19000301,0.11965337738734604,0.2577195914581592
19000302,0.030997681233929854,0.5393171146115106
19000303,0.03472599202283554,0.42111442188748693
19000304,0.00176363202838792,0.09282329259996469
19000305,0.0005207119528647118,0.04354727814698148
19000306,0.014842635328430833,1.909783601419903
19000307,0.002135292529805317,0.27553491528597623
19000308,0.004079809477494653,0.1053224916211774
19000309,0.0015510478601613862,0.8091399126348846
19000310,0.203770683383034,0.27523756356365997
19000311,4.902980686026739,8.469087034136757
19000312,0.05813849210817289,4.785668019406881
19000313,0.06068039388647732,0.18236748129317876
19000314,0.4629743719219142,0.23183114167424143
19000315,0.09359047446832394,1.4224214168154623
19000316,0.0004573416267998049,105.38818314349092
19000317,0.004324297009359353,0.00802127761955039
19000318,0.0006792328793267169,0.2982647425050098
19000319,0.0035285826306105644,3.475102625377796
19000320,0.001137872831894553,0.699572233388189
19000321,3.7813342651188213,0.22919511940658457
19000322,5.1048703338465556e-05,6.655505755171405
19000323,0.03529907718027235,3.638808700348816
19000324,0.0007340803624302022,0.7523866778618493
19000325,0.0007663386272410617,0.3929372736934579
19000326,0.0021327454452582037,0.10405517307248965
19000327,0.0027408988111289386,11.978947462992418
19000328,0.00121317016521694,3.4672998853950885
19000329,0.015117482946110894,0.7563144228414319
19000330,0.005657209174893285,1.752106274088182
19000331,2.592952729077056e-05,0.7483472952766268
19000401,0.00010207369086741282,6.497190825785858
19000402,0.0009391689995765767,1.9495483059256764
19000403,0.10475647730189729,0.3531269842271822
19000404,0.012074897399205874,1.2658233115021629
19000405,0.013952037019529056,7.682125956829979
19000406,0.02211367057713696,0.5400817059230887
19000407,0.0014242043990873238,0.5214981344213869
19000408,0.014097752164906595,0.21475789402736112
19000409,1.275816141142779,0.5874297267009724
19000410,0.06422322870386735,0.19313646690805797
19000411,0.46522996774788944,1.736906249451407
19000412,0.037756903952868764,0.5861949881300675
19000413,0.0034317330061791173,0.29433649151342944
19000414,0.0198191423254609,5.563394597605264
19000415,0.018268698388803385,1.1099183179972933
19000416,0.009193606972281814,1.371641323894204
19000417,0.00924885991480403,11.95286397819582
19000418,0.04644067365972625,0.9166037990561519
19000419,0.024444316046688667,0.14569041010121125
19000420,0.00015142112345234546,3.797390695059428
19000421,0.10411257943055931,2.320694376214227
19000422,0.0026411548008608656,161.30087880730002
19000423,0.006570441278948485,2.890420618534685
19000424,0.010750170410974312,0.4504081005869652
19000425,0.09973546281687297,0.1003520326639584
19000426,0.0013341512113951614,0.6965884307535102
19000427,0.005544152049130242,4.5311709459656875
19000428,0.001773461066765899,0.8260857210597519
19000429,0.0014076279816509344,9.83642075127549
19000430,0.004214611683395644,0.6200917136045064
19000501,0.004595921229098659,0.07263226218397857
19000502,0.009659028160317685,2.056505798011514
19000503,0.007828468282176721,4.819991054970627
19000504,0.013174487589007869,1.7829105652496007
19000505,0.0027564781675295646,0.6341920911550935
19000506,0.00045618364010188147,0.12171125991322136
19000507,0.03690750754418239,0.5339551422803032
19000508,0.017925703651642016,3.5116892455880375
19000509,0.014690670301265491,0.09156541786266559
19000510,0.007565726438836891,0.8793517815766767
19000511,0.03343731084306445,0.6060340859656972
19000512,0.04756027764372392,0.010986936558032767
19000513,0.00029278578342187365,0.04505896317463539
19000514,0.15884554809731233,0.7687375506018548
19000515,0.06785585481241671,6.161246418897918
19000516,0.0002920819883851721,0.556520082152277
19000517,0.005870258055257676,1.6580456648920885
19000518,0.010508645752881228,2.7565815468846586
19000519,0.001381917310868348,10.039733942978001
19000520,0.09208428604602056,3.0699150318881516
19000521,0.6708927696200494,0.0873841994849067
19000522,0.0023538551235080447,2.9972570826536793
19000523,0.0045581117239096,0.0595691027884342
19000524,0.0016304289804362053,17.514421173784307
19000525,0.4626391611319174,1.979273014156165
19000526,0.014937773280429237,3.55445160471582
19000527,0.18084080271213607,0.7614178924831383
19000528,0.005420102752999275,2.7201649128551004
19000529,0.011080471663489149,0.17660436568385715
19000530,0.0005496701532968926,0.24753823784163945
19000531,0.051244776338750984,0.4496484654834747
19000601,0.00377365886751084,0.3770020140820383
19000602,0.007909615405243554,0.5163086023032818
19000603,0.0019150686745539605,1.632107637874788
19000604,0.006689467298058329,0.22077522054527415
19000605,0.004127010905126554,0.9300630721896016
19000606,0.03477291582097058,0.3408204763297228
19000607,0.0006590156884982326,2.8562708317210683
19000608,0.12957548895904464,0.49634391872943506
19000609,0.000553893706813262,0.007414071672289434
19000610,0.002684809767057085,26.983310358611156
19000611,0.06563467036128993,0.623888268764411
19000612,0.02190221383647259,15.163052400606801
19000613,0.0018832271136304058,0.06132197759474048
19000614,0.002252666300220542,0.42198213271060797
19000615,0.00765511887258725,1.3673757320104567
19000616,2.335225779171845,0.13472762711176908
19000617,0.0008484929050258224,3.9504503913117235
19000618,0.0026178458481291474,0.3264559413009929
19000619,3.72824894178162,16.834707136792147
19000620,0.011658788483380571,0.02612297675078995
19000621,1.753202724306897e-05,28.636193091143543
19000622,1.3567596213176896e-05,0.026164431824606402
19000623,0.02451902022782034,0.08950987857632954
19000624,0.03624135632309837,2.0386203327751815
19000625,0.09743080545125835,0.3140383802165362
19000626,0.14680904391262323,0.35569297197818117
19000627,0.0004275941173026911,0.48857715539066376
19000628,0.09723082828129835,0.15061727022960197
19000629,4.092595407236922e-05,4.442709050928049
19000630,0.0011193123647919518,1.372235557664252
19000701,0.0006557659971457682,0.3653044358340685
19000702,0.0017361283820647353,0.5927125055382367
19000703,0.053045291255712716,0.026513675251890585
19000704,0.09130976416378524,0.2510702935003742
19000705,0.0005843086582646044,5.338436691785431
19000706,0.0004690022449129682,2.756945031799384
19000707,0.05280039768200975,0.040048447539151884
19000708,0.0006899534725294676,10.571946702548036
19000709,0.019298818280725417,0.5320861669736767
19000710,0.0016033069079602132,7.911860070848745
19000711,0.008719755502027644,1.432356397174325
19000712,0.004252519534411863,0.6510969382346707
19000713,2.2169941814941245e-05,0.7645790537377342
19000714,0.6682809831683136,0.5482547808754572
19000715,0.005756794023994167,1.2180536174398666
19000716,0.036695922898252346,1.1982341679046724
